headword,ecdict_phonetic,ecdict_pos_raw,ecdict_primary_pos,ecdict_definition_en,ecdict_translation_zh,ecdict_collins,ecdict_oxford,ecdict_tags,ecdict_bnc_rank,ecdict_frq_rank,ecdict_exchange,oxford_cefr_levels,oxford_pos_values,oxford_entry_count,webster_fallback_available,source_coverage,human_review,review_reason
alpha,'ælfә,,,n. the 1st letter of the Greek alphabet,"n. 希腊字母表的第一个字母, 最初, 开端",,F,,5488,6714,s:alphas,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
alphabet,'ælfәbit,,,n. a character set that includes letters and is used to write a language,n. 字母,1,T,gk cet4 cet6 ky,11157,9190,s:alphabets,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
alpine,'ælpain,,,a. relating to or characteristic of alps,"a. 高山的, 高山生长的",1,F,,9045,8239,s:alpines,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
alps,ælps,,,n. a large mountain system in south-central Europe; scenic beauty and winter sports make them a popular tourist attraction,n. 阿尔卑斯山脉,,F,,9979,,s:alps/0:alps/1:s,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
already,ɒ:l'redi,,,r. prior to a specified or implied time,"adv. 已经, 早已",5,T,zk gk,255,334,,A2,adv.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
alright,ɔ:l'rait,,,s. nonstandard usage,a. 没问题的,1,F,,2117,12274,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
also,'ɒ:lsәu,,,r in addition,"adv. 也, 并且, 同样地",5,T,zk gk,77,87,,A1,adv.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
altar,'ɒ:ltә,,,n. the table in Christian churches where communion is given,"n. 圣坛, 祭坛",1,F,,5800,5661,s:altars,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
alter,'ɒ:ltә,,,v. make an alteration to,v. 改变,3,T,cet4 cet6 ky toefl ielts gre,2121,2889,d:altered/i:altering/3:alters/p:altered,B2,v.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
alteration,.ɒ:ltә'reiʃәn,,,n. the act of making something different (as e.g. the size of a garment),"n. 变更, 改动",,F,cet6 toefl,4349,9007,s:alterations,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
altered,ˈɔ:ltəd,,,a. changed in form or character without becoming something else,a. [医]改变的,,F,,11231,9931,0:alter/1:dp/d:altered/p:altered,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
alternate,'ɒ:ltәnәt,,,v. go back and forth; swing back and forth between two states or conditions,"a. 交替的, 轮流的, 间隔的",2,F,cet6 ky toefl ielts gre,9515,7396,i:alternating/p:alternated/3:alternates/d:alternated/s:alternates,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
alternative,ɒ:l'tә:nәtiv,,,s. necessitating a choice between mutually exclusive possibilities,"n. 两者择一, 供替代的选择",4,T,gk cet4 cet6 ky toefl ielts,1752,2073,s:alternatives,A2|B1,adj.|n.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
alternatively,ɒ:l'tә:nәtivli,,,"r. in place of, or as an alternative to",adv. 非此即彼,2,T,,4030,10494,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
although,ɒ:l'ðou,,,conj. Grant all this; be it that; supposing that;,"conj. 虽然, 尽管",5,T,zk gk cet4 ky,197,378,,A2,conj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
altitude,'æltitju:d,,,n. elevation especially above sea level or above the earth's surface,"n. 高度, 海拔, 高处",1,F,gk cet4 cet6 ky toefl ielts,8085,6370,s:altitudes,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
altogether,.ɒ:ltә'geðә,,,r. with everything included or counted,"adv. 完全地, 总而言之",3,T,gk cet4 ky,2575,3801,,B2,adv.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
alton,'ɔ:ltәn,,,,"奥尔顿(①姓氏, 男子名 ②美国一城市)",,F,,8324,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
aluminium,.ælju'miniәm,,,n a silvery ductile metallic element found primarily in bauxite,n. 铝,2,F,gk cet4 cet6 toefl gre,5580,32731,,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
aluminum,ә'lu:minәm,,,n. a silvery ductile metallic element found primarily in bauxite,n. 铝,,F,cet4 ky toefl,,4241,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
alumnus,ә'lʌmnәs,,,n. a person who has received a degree from a school (high school or college or university),"n. 男毕业生, 男校友",1,F,toefl,43367,7409,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
always,'ɒ:lweiz,,,r. at all times; all the time and on every occasion,"adv. 总是, 始终",5,T,zk gk,185,206,,A1,adv.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
am,æm,,,n a radioactive transuranic metallic element; discovered by bombarding uranium with helium atoms,be的单数第一人称,,F,gk,3465,1192,s:ams/r:amer,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amanda,ә'mændә,,,,n. 阿曼达（女子名）,,F,,8198,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
amass,ә'mæs,,,v collect or gather,"vt. 积聚, 堆积",1,F,toefl gre,13689,9638,d:amassed/p:amassed/i:amassing/3:amasses,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amateur,'æmәtә,,,n. someone who pursues a study or sport as a pastime,"n. 业余爱好者, 外行, 爱好者",3,F,gk cet6 ky toefl ielts gre,5030,5795,s:amateurs,C1,adj.|n.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amaze,ә'meiz,,,v. affect with wonder,vt. 使吃惊,2,T,gk cet4 cet6 ky toefl ielts,11151,8607,p:amazed/3:amazes/i:amazing/d:amazed/s:amazes,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amazed,ә'meizd,,,s. filled with the emotional impact of overwhelming surprise or shock,"a. 吃惊的, 惊奇的",,T,,5961,6073,p:amazed/0:amazed/1:pd/d:amazed,B1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amazement,ә'meizmәnt,,,n the feeling that accompanies something extremely surprising,"n. 惊愕, 惊异",,F,toefl,8674,9329,s:amazements,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amazing,ә'meiziŋ,,,s. surprising greatly,a. 令人惊异的,3,T,gk toefl ielts,3667,2294,i:amazing/0:amazing/1:i,A1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amazingly,,,,r. in an amazing manner; to everyone's surprise,adv. 令人惊讶地；惊奇地,,F,,9626,8727,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
ambassador,æm'bæsәdә,,,n. a diplomat of the highest rank; accredited as representative from one country to another,n. 大使,3,F,gk cet6 ky ielts,4614,4520,s:ambassadors,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
ambiguity,.æmbi'gju:iti,,,n. an expression whose meaning cannot be determined from its context,"n. 不明确, 含糊",,F,cet6 ielts,5407,7034,s:ambiguities,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
ambiguous,æm'bigjuәs,,,a. having more than one possible meaning,"a. 不明确的, 模棱两可的",2,F,gk cet6 ky toefl ielts gre,6442,7071,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
ambition,æm'biʃәn,,,n. a cherished desire,"n. 野心, 志向",3,T,gk cet4 cet6 ky toefl ielts,3185,4283,s:ambitions,B1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
ambitious,æm'biʃәs,,,a. having a strong desire for success or achievement,"a. 有野心的, 抱负不凡的, 雄心勃勃的",2,F,cet6 ky toefl ielts,4298,4287,,B1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
ambivalence,æm'bivәlәns,,,n. mixed feelings or emotions,n. 矛盾情绪,,F,toefl gre,12403,9873,s:ambivalences,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
ambulance,'æmbjulәns,,,n. a vehicle that takes people to and from hospitals,n. 救护车,2,T,gk cet4 ky ielts,3860,5500,s:ambulances,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amend,ә'mend,,,v. make amendments to,"vt. 修改, 改善, 改良",2,F,ky toefl ielts gre,4585,7371,d:amended/i:amending/p:amended/3:amends/s:amends,C1,v.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amendment,ә'mendmәnt,,,n. the act of amending or correcting,"n. 修订, 改善, 改良, 改正",3,F,toefl gre,2864,3667,s:amendments,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amenities,,,,n things that make you comfortable and at ease,n. 令人愉快之事物（amenity的复数）,,F,,,8617,0:amenity/1:s,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amenity,ә'mi:niti,,,n pleasantness resulting from agreeable conditions,"n. 便利设施, 适意, 礼仪",1,F,toefl gre,6516,,s:amenities,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
america,ә'merikә,,,n. North America and South America and Central America,"n. 美洲, 美国",,F,zk gk ielts,973,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
american,ә'merikәn,,,n. a native or inhabitant of the United States,n. 美国人,,F,zk gk ielts,636,176,s:americans,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
americas,ə'merikəz,,,n North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean; achieved independence in 1776,n. 美洲,,F,,6307,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
amid,ә'mid,,,prep. See Amidst.,"prep. 在其间, 在其中",3,F,cet6 ky toefl ielts,5382,3825,,C1,prep.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amidst,ә'midst,,,prep. Alt. of Amid,prep. 在...当中,,F,ielts,8672,9845,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amino,'æminәu,,,n. the radical -NH2,a. 氨基的,,F,,8337,12045,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
amiss,ә'mis,,,s. not functioning properly,"a. 有毛病的, 出差错的",,F,gre,9100,17594,i:amissing/s:amisses,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
ammunition,.æmju'niʃәn,,,n. projectiles to be fired from a gun,"n. 军火, 弹药",2,F,ielts,7653,6837,s:ammunitions,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amnesty,'æmnisti,,,n. a period during which offenders are exempt from punishment,"n. 大赦, 赦免",2,F,toefl gre,5511,10562,s:amnesties/d:amnestied/i:amnestying/p:amnestied/3:amnesties,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
among,ә'mʌŋ,,,prep. Alt. of Amongst,prep. 在...之中,5,T,zk gk,418,279,,A2,prep.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amongst,ә'mʌŋst,,,prep. Mixed or mingled; surrounded by.,"prep. 在...当中, 在...之间, 在...之中",2,F,cet4,1997,7821,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amount,ә'maunt,,,n. the relative magnitude of something with reference to a criterion,"n. 总数, 总额",4,T,gk cet4 ky toefl ielts,584,782,s:amounts/p:amounted/3:amounts/i:amounting/d:amounted,A2|B2,n.|v.,2,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amp,æmp,,,n the basic unit of electric current adopted under the Systeme International d'Unites,n. 安培,,F,,6320,18183,s:amps/i:amping,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
ample,'æmpl,,,a. more than enough in size or scope or capacity,"a. 大量的, 充足的, 丰富的",2,F,gk cet6 ky toefl ielts gre,6351,6289,r:ampler,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amplifier,'æmplifaiә,,,n. electronic equipment that increases strength of signals passing through it,"n. 扩大的人(物), 放大器, 扩音器",1,F,ky,9205,15529,s:amplifiers,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amplify,'æmplifai,,,v. increase the volume of,"vt. 增强, 放大, 扩大, 详述",1,F,cet4 cet6 ky toefl ielts gre,9902,9595,d:amplified/p:amplified/i:amplifying/3:amplifies,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amsterdam,.æmstә'dæm,,,n. an industrial center and the nominal capital of the Netherlands; center of the diamond-cutting industry; seat of an important stock exchange; known for its canals and art museum,n. 阿姆斯特丹(荷兰首都),,F,,6125,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
amuse,ә'mju:z,,,"v. occupy in an agreeable, entertaining or pleasant fashion","vt. 消遣, 娱乐, 使发笑",1,T,gk cet4 cet6 ky ielts gre,8734,9683,p:amused/d:amused/i:amusing/3:amuses/s:amuses,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amused,ә'mju:zd,,,s. pleasantly occupied,"a. 愉快的, 被逗乐的",1,T,,6617,9194,d:amused/0:amused/1:dp/p:amused,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amusement,ә'mju:zmәnt,,,n. a feeling of delight at being entertained,"n. 兴味, 娱乐, 消遣",1,F,gk cet6,5357,6732,s:amusements,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
amusing,ә'mju:ziŋ,,,s. providing enjoyment; pleasantly entertaining,"a. 有趣的, 引人发笑的",2,T,,6350,9042,i:amusing/0:amusing/1:i,B2,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
amy,'eimi,,,n. A friend.,n. 艾米（女子名）,,F,,6781,,s:amys,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
an,æn,,,n an associate degree in nursing,art. 一,,F,,30,,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
anaesthetic,.ænis'θetik,,,a. relating to or producing insensibility,"n. 麻醉剂, 麻药",1,F,,9936,32223,s:anaesthetics,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
anal,'einәl,,,a. of or related to the anus,"a. 肛门的, 肛门附近的",1,F,,9352,14611,s:anals,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
analog,'ænәlɔ^,,,n something having the property of being analogous to something else,[计] 模拟,,F,,,9985,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
analogous,ә'nælәgәs,,,s. similar or equivalent in some respects though otherwise dissimilar,"a. 类似的, 相似的",,F,cet6 toefl gre,9154,10202,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
analogy,ә'nælәdʒi,,,n. an inference that if things agree in some respects they probably agree in others,"n. 相似, 类似",1,F,cet6 ky toefl ielts gre,5394,5913,s:analogies,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
analyse,'ænәlaiz,,,v consider in detail and subject to an analysis in order to discover essential features or meaning,"vt. 分析, 细察, 分解",2,T,cet4 cet6 ky,2142,12788,d:analysed/i:analysing/p:analysed/3:analyses/s:analyses,B1,v.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
analysis,ә'nælәsis,,,n. an investigation of the component parts of a whole and their relations in making up the whole,n. 分析,3,T,gk cet4 cet6 ky toefl ielts,707,811,s:analyses,B1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
analyst,'ænәlist,,,n. someone who is skilled at analyzing data,"n. 分析者, 精神分析学家",4,F,cet6,3742,1672,s:analysts,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
analytical,.ænә'litikl,,,"a using or skilled in using analysis (i.e., separating a whole--intellectual or substantial--into its elemental parts or basic principles)","a. 分析的, 善于分析的, 解析的",1,F,cet6 ielts,6653,7338,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
analyze,'ænәlaiz,,,v. consider in detail and subject to an analysis in order to discover essential features or meaning,"vt. 分析, 细察, 分解",,F,gk cet4 toefl gre,13046,2316,d:analyzed/i:analyzing/p:analyzed/3:analyzes,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
anatomy,ә'nætәmi,,,n. the branch of morphology that deals with the structure of animals,"n. 剖析, 解剖学, 骨骼, 结构",1,F,toefl,8866,8160,s:anatomies,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
anc,,,,,abbr. 非洲民族会议（African National Council）；美国新闻社（American News Company）；（美国）大气氮公司（Atmospheric Nitrogen Corporation）；自动噪声消除器（Automatic Noise Canceller）,,F,,5919,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
ancestor,'ænsestә,,,n. someone from whom you are descended (but usually more remote than a grandparent),"n. 祖先, 祖宗",2,F,gk cet4 cet6 ky toefl ielts gre,4793,4137,s:ancestors,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
ancestral,æn'sestrәl,,,s. inherited or inheritable by established rules (usually legal rules) of descent,"a. 祖先的, 祖传的",1,F,toefl,11879,8966,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
anchor,'æŋkә,,,n. a mechanical device that prevents a vessel from moving,n. 锚,2,F,cet4 cet6 ky ielts gre,7686,4961,s:anchors/i:anchoring/3:anchors/p:anchored/d:anchored,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
ancient,'einʃәnt,,,n. a very old person,"a. 古代的, 古老的, 年老的, 旧的",3,T,zk gk cet4 cet6 ky ielts,1841,1817,s:ancients,A2,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
and,ænd,,,conj. A particle which expresses the relation of connection or,"conj. 和, 与",5,T,zk gk,4,3,,A1,conj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
anderson,'ændәsn,,,n. United States author whose works were frequently autobiographical (1876-1941),n. 安德森市（美国印第安纳州）；安德森（男子名）,,F,,4408,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
andrew,'ændru:,,,n. (New Testament) disciple of Jesus; brother of Peter; patron saint of Scotland,n. 安德鲁（男子名）,,F,,2021,,p:andrew/0:andrew/1:p,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
andrews,'ændru:z,,,n. United States naturalist who contributed to paleontology and geology (1884-1960),n. 安德鲁斯（姓氏）,,F,,6603,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
andy,'ændi,,,,"n. 安迪（男子名, 等于Andrew）",,F,,2862,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
anecdote,'ænikdәut,,,n. short account of an incident (especially a biographical one),"n. 轶事, 奇闻",1,F,gk ky toefl ielts gre,9719,8925,s:anecdotes,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
angel,'eindʒәl,,,n. spiritual being attendant upon God,"n. 天使, 守护神, 善人",2,F,cet4 ky,3295,3980,s:angels,C1,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
angela,'ændʒilә,,,,n. 安吉拉（女子名）,,F,,5418,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
angeles,,,,,n. 安杰利斯（姓氏）；天使城（菲律宾地名）,,F,,5397,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
anger,'æŋgә,,,n. a strong emotion; a feeling that is oriented toward some real or supposed grievance,n. 忿怒,3,T,gk cet4 ky ielts,2489,2362,d:angered/p:angered/s:angers/3:angers/i:angering,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
angle,'æŋgl,,,n. the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians,"n. 角, 角度, 角落",3,T,gk cet4 ky toefl,2346,2989,s:angles/d:angled/i:angling/p:angled/3:angles,B2,n.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
angler,'æŋ^lә,,,n. a scheming person; someone who schemes to gain an advantage,"n. 钓鱼, 攫取, 追逐",2,F,,7452,6803,s:anglers,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
anglia,'æŋgliә,,,n. the Latin name for England,n. 英格兰的拉丁名称,,F,,6484,,,,,0,F,ECDICT,T,Missing Oxford cross-check or Chinese translation.
anglican,'æŋglikәn,,,n. a Protestant who is a follower of Anglicanism,n. 盎格鲁人,,F,,9111,14186,s:anglicans,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
angrily,'æŋgrili,,,r. with anger,adv. 愤怒地,,T,,5467,8069,,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
angry,'æŋgri,,,a. feeling or showing anger,"a. 生气的, 愤怒的",3,T,zk gk ielts,2084,1705,r:angrier,A1,adj.,1,T,ECDICT|OXFORD_REPO|WEBSTER_1913,F,
anguish,'æŋgwiʃ,,,n. extreme mental distress,"n. 剧痛, 痛苦",1,F,ky toefl gre,7720,8411,i:anguishing/s:anguishes/p:anguished/3:anguishes/d:anguished,,,0,T,ECDICT|WEBSTER_1913,T,Missing Oxford cross-check or Chinese translation.
